label,reliability,r_halves,sigma_b,sigma_w,events_per_player,events_per_player_median,n_players,n_events
"Material loss, lower",0.6969441048510591,0.5348535756951528,0.12011636741376393,1.012478056882187,190.56706507304116,196.0,753,143497
"Blunder, lower",-0.04956865163616269,-0.024184918907982043,0.04260749353358887,1.116181806324813,32.20814479638009,33.0,442,14236
"Material loss, titled",0.7101138991454715,0.5505244987716611,0.1256537799776569,0.9793869921170391,161.43478260869566,162.0,46,7426
"Blunder, titled",0.0634162273321381,0.032746441557121544,0.12029857737282343,1.1237650049450758,28.96969696969697,29.0,99,2868
