event_type,tier,spec,lag,effect,se,effect_pw,t,n_events,n_players
material,fm_plus,nlegal,0,0.17388923833306866,0.010825899973468426,0.17458015125323015,16.0623355803423,23810,136
material,fm_plus,nlegal,1,-0.5606269519628384,0.01616664682085683,-0.5168744530902752,-34.677998361389655,18840,136
material,fm_plus,nlegal,2,0.012222168527690579,0.010753609099209284,0.024102479057852927,1.1365643306291726,21623,136
material,fm_plus,nlegal,3,-0.012539219171692434,0.011966471760167215,-0.014572913819745167,-1.047862680245628,20892,136
material,fm_plus,none,-6,0.03589752127377807,0.010657219982704927,0.029954366970910834,3.368375742645303,19378,136
material,fm_plus,none,-5,0.04581828301143882,0.009622404429423269,0.047694299877424906,4.7616251579840325,20214,136
material,fm_plus,none,-4,0.06312133893592915,0.010123638109006619,0.06635042719089895,6.235044976545781,20938,136
material,fm_plus,none,-3,0.053149816219116595,0.01123854973547348,0.04680127335768594,4.729241536508393,21688,136
material,fm_plus,none,-2,0.08317764656789374,0.009997244778331622,0.07407511094456094,8.320057016926892,22379,136
material,fm_plus,none,-1,0.14952619797502767,0.009367771314681349,0.1558669873155986,15.96176859491514,22703,136
material,fm_plus,none,0,0.24193060997192145,0.009355605407207831,0.24155053609377197,25.859428592994213,25000,136
material,fm_plus,none,1,-0.44246603487974445,0.014104377674093636,-0.3998287867076231,-31.370830043245977,19889,136
material,fm_plus,none,2,0.04513913722274162,0.010724036595691547,0.04523891898824112,4.209155463053582,22876,136
material,fm_plus,none,3,0.025144297952770563,0.010637936948901652,0.019592816455244466,2.363644198452094,22102,136
material,fm_plus,zpre,-6,0.00758506148713224,0.01706807723364688,0.0005493264804383502,0.44440046663132915,13639,136
material,fm_plus,zpre,-5,0.009612854813396327,0.01983781450026127,-0.005259751518333909,0.48457227046203716,14389,136
material,fm_plus,zpre,-4,0.016183400311722867,0.01653258847572366,0.02174114023828845,0.9788787965953706,14970,136
material,fm_plus,zpre,-3,-0.00654608433844437,0.01800559859579721,-0.01217160424541412,-0.36355827347902386,16258,136
material,fm_plus,zpre,-2,0.01551002118829371,0.01671818614806919,0.021145483888305394,0.9277334903993151,17717,136
material,fm_plus,zpre,-1,0.009988831624131621,0.012457051050030402,0.0018326484665356015,0.8018616592333258,19239,136
material,fm_plus,zpre,0,0.17304234412684577,0.011941985395821903,0.17942308461614914,14.490249183137289,21430,136
