outcome,label,lag,effect,se,t,effect_pw,n_events,n_players,event_mean,control_mean,coverage_all,raw_rate_all,n_events_all,matched_share,usable_share
wp_loss_x,blunder_only,-3,0.00747093908796464,0.0019198509198451181,3.891416260887252,0.007994694522486483,8588,1429,0.0015764579433266018,-0.005894481144638038,,,56319,0.8459375,0.53675
wp_loss_x,blunder_only,-2,-0.002361568339410285,0.0018753677780496197,-1.2592561134148916,-0.012377144522602225,9269,1460,-0.0005918519937266978,0.0017697163456835878,,,56319,0.8459375,0.5793125
wp_loss_x,blunder_only,-1,0.0004201605380682634,0.0010537496230604041,0.3987290043796092,0.001390785777536864,9944,1498,-0.01712861895580509,-0.017548779493873352,,,56319,0.8459375,0.6215
wp_loss_x,blunder_only,0,0.17144743584550715,0.0019825994633259434,86.47608305002393,0.17272553816860786,11004,1552,0.15473522269920856,-0.016712213146298564,,,56319,0.8459375,0.68775
wp_loss_x,blunder_only,1,-0.0052728030532119986,0.0025438212606784033,-2.072788341978796,-0.02146469580441745,10414,1533,0.019336983034767052,0.02460978608797905,0.9456133809194055,0.024003354384206085,56319,0.8459375,0.650875
wp_loss_x,blunder_only,2,0.001041212974870308,0.002205220753238722,0.4721581607379302,-0.0050515779094880905,9745,1514,0.011951784932216249,0.010910571957345941,,,56319,0.8459375,0.6090625
wp_loss_x,blunder_only,3,0.00713860740959188,0.0022311619813598547,3.1995020842193727,0.004891288497271184,9108,1494,0.011159418715211054,0.004020811305619174,,,56319,0.8459375,0.56925
wp_loss_x,blunder_loss,-3,0.006043745520148205,0.0016985362863565507,3.5582080693208833,0.006138220425411196,8390,1445,0.001538105395573159,-0.0045056401245750465,,,19025,0.8539375,0.524375
wp_loss_x,blunder_loss,-2,0.002950313649963159,0.0016093830186665057,1.8331954641895716,-0.003213703157462759,9145,1495,0.00013593884906265864,-0.002814374800900501,,,19025,0.8539375,0.5715625
wp_loss_x,blunder_loss,-1,0.0024578811125932267,0.0008993728715817834,2.732883312646953,0.0028151864778189124,9865,1535,-0.015206537972710987,-0.017664419085304216,,,19025,0.8539375,0.6165625
wp_loss_x,blunder_loss,0,0.19162726645287861,0.002179523587085422,87.92163002426281,0.1953657900018985,10957,1597,0.17490756759479845,-0.016719698858080185,,,19025,0.8539375,0.6848125
wp_loss_x,blunder_loss,1,-0.030989607409371654,0.0024340254820592534,-12.731833597384355,-0.05036801427023378,9875,1562,-0.0021293636019637653,0.028860243807407888,0.9089618922470434,0.000680642652105852,19025,0.8539375,0.6171875
wp_loss_x,blunder_loss,2,-0.0014073761370733161,0.002088017452321892,-0.6740250832234677,-0.004029562189535836,9285,1536,0.007799284195384256,0.009206660332457576,,,19025,0.8539375,0.5803125
wp_loss_x,blunder_loss,3,0.006544162282801737,0.0020907376309101107,3.130073418132826,0.006326075787354905,8687,1509,0.009766505711630175,0.0032223434288284353,,,19025,0.8539375,0.5429375
